input_address,cbsa_code,cbsa_name,cbsa_type,scrape_timestamp,service_name_group,lot_size,treatment_area,cost,discount,net_cost,total_cost
"669 E MAIN ST, HENDERSON, TN 38340",27180,"Jackson, TN",Metropolitan,2026-03-18T15:03:57.809508,Crack and Crevice Control,7475.0,1868.75,49.52,0.0,49.52,52.0
"669 E MAIN ST, HENDERSON, TN 38340",27180,"Jackson, TN",Metropolitan,2026-03-18T15:03:57.809508,Mosquito Control,7475.0,7475.0,121.19,0.0,121.19,127.25
"669 E MAIN ST, HENDERSON, TN 38340",27180,"Jackson, TN",Metropolitan,2026-03-18T15:03:57.809508,Aeration,7475.0,7475.0,167.89,0.0,167.89,176.28
"669 E MAIN ST, HENDERSON, TN 38340",27180,"Jackson, TN",Metropolitan,2026-03-18T15:03:57.809508,Other,7475.0,7475.0,436.05,0.0,436.05,457.85
"669 E MAIN ST, HENDERSON, TN 38340",27180,"Jackson, TN",Metropolitan,2026-03-18T15:03:57.809508,Insect Control,7475.0,7475.0,222.14,0.0,222.14,233.25
"405 BRAMBLEWOOD LN, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:23:45.034771,Weed Control,516.0,516.0,63.0,0.0,63.0,63.0
"405 BRAMBLEWOOD LN, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:23:45.034771,Fertilization,516.0,516.0,63.0,0.0,63.0,63.0
"405 BRAMBLEWOOD LN, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:23:45.034771,Disease Control,516.0,516.0,80.5,0.0,80.5,80.5
"405 BRAMBLEWOOD LN, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:23:45.034771,Mosquito Control,516.0,516.0,55.0,0.0,55.0,55.0
"405 BRAMBLEWOOD LN, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:23:45.034771,Aeration,516.0,516.0,149.55,0.0,149.55,149.55
"405 BRAMBLEWOOD LN, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:23:45.034771,Aeration and Overseeding,516.0,516.0,264.35,0.0,264.35,264.35
"405 BRAMBLEWOOD LN, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:23:45.034771,Grub Control,516.0,516.0,71.2,0.0,71.2,71.2
"405 BRAMBLEWOOD LN, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:23:45.034771,Soil Management,516.0,516.0,110.45,0.0,110.45,110.45
"10063 FOX COVE RD, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:24:18.384173,Weed Control,4980.0,4980.0,74.0,0.0,74.0,74.0
"10063 FOX COVE RD, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:24:18.384173,Fertilization,4980.0,4980.0,74.0,0.0,74.0,74.0
"10063 FOX COVE RD, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:24:18.384173,Disease Control,4980.0,4980.0,98.85,0.0,98.85,98.85
"10063 FOX COVE RD, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:24:18.384173,Mosquito Control,4980.0,4980.0,55.0,0.0,55.0,55.0
"10063 FOX COVE RD, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:24:18.384173,Aeration,4980.0,4980.0,182.1,0.0,182.1,182.1
"10063 FOX COVE RD, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:24:18.384173,Aeration and Overseeding,4980.0,4980.0,334.3,0.0,334.3,334.3
"10063 FOX COVE RD, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:24:18.384173,Grub Control,4980.0,4980.0,96.85,0.0,96.85,96.85
"10063 FOX COVE RD, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:24:18.384173,Soil Management,4980.0,4980.0,176.25,0.0,176.25,176.25
"240 THORNHILL DR, MARYVILLE, TN 37804",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:24:45.953476,Weed Control,1529.4,1529.4,63.0,0.0,63.0,63.0
"240 THORNHILL DR, MARYVILLE, TN 37804",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:24:45.953476,Fertilization,1529.4,1529.4,63.0,0.0,63.0,63.0
"240 THORNHILL DR, MARYVILLE, TN 37804",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:24:45.953476,Disease Control,1529.4,1529.4,84.75,0.0,84.75,84.75
"240 THORNHILL DR, MARYVILLE, TN 37804",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:24:45.953476,Mosquito Control,1529.4,1529.4,55.0,0.0,55.0,55.0
"240 THORNHILL DR, MARYVILLE, TN 37804",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:24:45.953476,Aeration,1529.4,1529.4,149.55,0.0,149.55,149.55
"240 THORNHILL DR, MARYVILLE, TN 37804",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:24:45.953476,Aeration and Overseeding,1529.4,1529.4,269.6,0.0,269.6,269.6
"240 THORNHILL DR, MARYVILLE, TN 37804",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:24:45.953476,Grub Control,1529.4,1529.4,74.65,0.0,74.65,74.65
"240 THORNHILL DR, MARYVILLE, TN 37804",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:24:45.953476,Soil Management,1529.4,1529.4,118.95,0.0,118.95,118.95
"12620 HARTSFIELD LN, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:25:44.183784,Weed Control,3388.8,3388.8,69.0,0.0,69.0,69.0
"12620 HARTSFIELD LN, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:25:44.183784,Fertilization,3388.8,3388.8,69.0,0.0,69.0,69.0
"12620 HARTSFIELD LN, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:25:44.183784,Disease Control,3388.8,3388.8,93.25,0.0,93.25,93.25
"12620 HARTSFIELD LN, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:25:44.183784,Mosquito Control,3388.8,3388.8,55.0,0.0,55.0,55.0
"12620 HARTSFIELD LN, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:25:44.183784,Aeration,3388.8,3388.8,165.8,0.0,165.8,165.8
"12620 HARTSFIELD LN, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:25:44.183784,Aeration and Overseeding,3388.8,3388.8,286.3,0.0,286.3,286.3
"12620 HARTSFIELD LN, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:25:44.183784,Grub Control,3388.8,3388.8,85.2,0.0,85.2,85.2
"12620 HARTSFIELD LN, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:25:44.183784,Soil Management,3388.8,3388.8,127.35,0.0,127.35,127.35
"4507 HILLVIEW RD, KNOXVILLE, TN 37919",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:26:03.988788,Weed Control,4570.4,4570.4,74.0,0.0,74.0,74.0
"4507 HILLVIEW RD, KNOXVILLE, TN 37919",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:26:03.988788,Fertilization,4570.4,4570.4,74.0,0.0,74.0,74.0
"4507 HILLVIEW RD, KNOXVILLE, TN 37919",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:26:03.988788,Disease Control,4570.4,4570.4,98.85,0.0,98.85,98.85
"4507 HILLVIEW RD, KNOXVILLE, TN 37919",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:26:03.988788,Mosquito Control,4570.4,4570.4,55.0,0.0,55.0,55.0
"4507 HILLVIEW RD, KNOXVILLE, TN 37919",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:26:03.988788,Aeration,4570.4,4570.4,182.1,0.0,182.1,182.1
"4507 HILLVIEW RD, KNOXVILLE, TN 37919",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:26:03.988788,Aeration and Overseeding,4570.4,4570.4,334.3,0.0,334.3,334.3
"4507 HILLVIEW RD, KNOXVILLE, TN 37919",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:26:03.988788,Grub Control,4570.4,4570.4,96.85,0.0,96.85,96.85
"4507 HILLVIEW RD, KNOXVILLE, TN 37919",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:26:03.988788,Soil Management,4570.4,4570.4,176.25,0.0,176.25,176.25
"3431 GRASSY POINTE LN, KNOXVILLE, TN 37931",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:13.195776,Weed Control,5900.0,5900.0,78.0,0.0,78.0,78.0
"3431 GRASSY POINTE LN, KNOXVILLE, TN 37931",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:13.195776,Fertilization,5900.0,5900.0,78.0,0.0,78.0,78.0
"3431 GRASSY POINTE LN, KNOXVILLE, TN 37931",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:13.195776,Disease Control,5900.0,5900.0,104.5,0.0,104.5,104.5
"3431 GRASSY POINTE LN, KNOXVILLE, TN 37931",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:13.195776,Mosquito Control,5900.0,5900.0,65.0,0.0,65.0,65.0
"3431 GRASSY POINTE LN, KNOXVILLE, TN 37931",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:13.195776,Aeration,5900.0,5900.0,200.4,0.0,200.4,200.4
"3431 GRASSY POINTE LN, KNOXVILLE, TN 37931",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:13.195776,Aeration and Overseeding,5900.0,5900.0,373.05,0.0,373.05,373.05
"3431 GRASSY POINTE LN, KNOXVILLE, TN 37931",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:13.195776,Grub Control,5900.0,5900.0,108.55,0.0,108.55,108.55
"3431 GRASSY POINTE LN, KNOXVILLE, TN 37931",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:13.195776,Soil Management,5900.0,5900.0,207.25,0.0,207.25,207.25
"4601 SILVERHILL DR, KNOXVILLE, TN 37921",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:42.612806,Weed Control,7627.2,7627.2,93.0,0.0,93.0,93.0
"4601 SILVERHILL DR, KNOXVILLE, TN 37921",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:42.612806,Fertilization,7627.2,7627.2,93.0,0.0,93.0,93.0
"4601 SILVERHILL DR, KNOXVILLE, TN 37921",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:42.612806,Disease Control,7627.2,7627.2,120.05,0.0,120.05,120.05
"4601 SILVERHILL DR, KNOXVILLE, TN 37921",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:42.612806,Mosquito Control,7627.2,7627.2,65.0,0.0,65.0,65.0
"4601 SILVERHILL DR, KNOXVILLE, TN 37921",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:42.612806,Aeration,7627.2,7627.2,249.2,0.0,249.2,249.2
"4601 SILVERHILL DR, KNOXVILLE, TN 37921",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:42.612806,Aeration and Overseeding,7627.2,7627.2,452.6,0.0,452.6,452.6
"4601 SILVERHILL DR, KNOXVILLE, TN 37921",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:42.612806,Grub Control,7627.2,7627.2,134.2,0.0,134.2,134.2
"4601 SILVERHILL DR, KNOXVILLE, TN 37921",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:42.612806,Soil Management,7627.2,7627.2,269.6,0.0,269.6,269.6
"616 MARSTON LN, KNOXVILLE, TN 37920",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:48.126505,Weed Control,5085.9,5085.9,78.0,0.0,78.0,78.0
"616 MARSTON LN, KNOXVILLE, TN 37920",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:48.126505,Fertilization,5085.9,5085.9,78.0,0.0,78.0,78.0
"616 MARSTON LN, KNOXVILLE, TN 37920",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:48.126505,Disease Control,5085.9,5085.9,104.5,0.0,104.5,104.5
"616 MARSTON LN, KNOXVILLE, TN 37920",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:48.126505,Mosquito Control,5085.9,5085.9,65.0,0.0,65.0,65.0
"616 MARSTON LN, KNOXVILLE, TN 37920",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:48.126505,Aeration,5085.9,5085.9,182.1,0.0,182.1,182.1
"616 MARSTON LN, KNOXVILLE, TN 37920",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:48.126505,Aeration and Overseeding,5085.9,5085.9,373.05,0.0,373.05,373.05
"616 MARSTON LN, KNOXVILLE, TN 37920",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:48.126505,Grub Control,5085.9,5085.9,108.55,0.0,108.55,108.55
"616 MARSTON LN, KNOXVILLE, TN 37920",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:27:48.126505,Soil Management,5085.9,5085.9,191.1,0.0,191.1,191.1
"518 WATAUGA AVE, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:32.352135,Weed Control,3971.1,3971.1,69.0,0.0,69.0,69.0
"518 WATAUGA AVE, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:32.352135,Fertilization,3971.1,3971.1,69.0,0.0,69.0,69.0
"518 WATAUGA AVE, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:32.352135,Disease Control,3971.1,3971.1,93.25,0.0,93.25,93.25
"518 WATAUGA AVE, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:32.352135,Mosquito Control,3971.1,3971.1,55.0,0.0,55.0,55.0
"518 WATAUGA AVE, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:32.352135,Aeration,3971.1,3971.1,165.8,0.0,165.8,165.8
"518 WATAUGA AVE, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:32.352135,Aeration and Overseeding,3971.1,3971.1,297.3,0.0,297.3,297.3
"518 WATAUGA AVE, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:32.352135,Grub Control,3971.1,3971.1,85.2,0.0,85.2,85.2
"518 WATAUGA AVE, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:32.352135,Soil Management,3971.1,3971.1,143.55,0.0,143.55,143.55
"2939 CARDIFF CASTLE LN, KNOXVILLE, TN 37931",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:41.255461,Weed Control,2795.0,2795.0,67.0,0.0,67.0,67.0
"2939 CARDIFF CASTLE LN, KNOXVILLE, TN 37931",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:41.255461,Fertilization,2795.0,2795.0,67.0,0.0,67.0,67.0
"2939 CARDIFF CASTLE LN, KNOXVILLE, TN 37931",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:41.255461,Disease Control,2795.0,2795.0,89.0,0.0,89.0,89.0
"2939 CARDIFF CASTLE LN, KNOXVILLE, TN 37931",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:41.255461,Mosquito Control,2795.0,2795.0,55.0,0.0,55.0,55.0
"2939 CARDIFF CASTLE LN, KNOXVILLE, TN 37931",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:41.255461,Aeration,2795.0,2795.0,165.8,0.0,165.8,165.8
"2939 CARDIFF CASTLE LN, KNOXVILLE, TN 37931",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:41.255461,Aeration and Overseeding,2795.0,2795.0,286.3,0.0,286.3,286.3
"2939 CARDIFF CASTLE LN, KNOXVILLE, TN 37931",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:41.255461,Grub Control,2795.0,2795.0,80.5,0.0,80.5,80.5
"2939 CARDIFF CASTLE LN, KNOXVILLE, TN 37931",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:41.255461,Soil Management,2795.0,2795.0,126.0,0.0,126.0,126.0
"10601 SPRAWLS PT, KNOXVILLE, TN 37932",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:46.888136,Weed Control,8590.4,8590.4,98.0,0.0,98.0,98.0
"10601 SPRAWLS PT, KNOXVILLE, TN 37932",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:46.888136,Fertilization,8590.4,8590.4,98.0,0.0,98.0,98.0
"10601 SPRAWLS PT, KNOXVILLE, TN 37932",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:46.888136,Disease Control,8590.4,8590.4,131.3,0.0,131.3,131.3
"10601 SPRAWLS PT, KNOXVILLE, TN 37932",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:46.888136,Mosquito Control,8590.4,8590.4,65.0,0.0,65.0,65.0
"10601 SPRAWLS PT, KNOXVILLE, TN 37932",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:46.888136,Aeration,8590.4,8590.4,267.05,0.0,267.05,267.05
"10601 SPRAWLS PT, KNOXVILLE, TN 37932",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:46.888136,Aeration and Overseeding,8590.4,8590.4,506.2,0.0,506.2,506.2
"10601 SPRAWLS PT, KNOXVILLE, TN 37932",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:46.888136,Grub Control,8590.4,8590.4,148.2,0.0,148.2,148.2
"10601 SPRAWLS PT, KNOXVILLE, TN 37932",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:28:46.888136,Soil Management,8590.4,8590.4,288.8,0.0,288.8,288.8
"2922 RENNOC RD, KNOXVILLE, TN 37918",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:29:44.112248,Weed Control,9469.8,9469.8,103.0,0.0,103.0,103.0
"2922 RENNOC RD, KNOXVILLE, TN 37918",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:29:44.112248,Fertilization,9469.8,9469.8,103.0,0.0,103.0,103.0
"2922 RENNOC RD, KNOXVILLE, TN 37918",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:29:44.112248,Disease Control,9469.8,9469.8,141.25,0.0,141.25,141.25
"2922 RENNOC RD, KNOXVILLE, TN 37918",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:29:44.112248,Mosquito Control,9469.8,9469.8,65.0,0.0,65.0,65.0
"2922 RENNOC RD, KNOXVILLE, TN 37918",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:29:44.112248,Aeration,9469.8,9469.8,299.55,0.0,299.55,299.55
"2922 RENNOC RD, KNOXVILLE, TN 37918",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:29:44.112248,Aeration and Overseeding,9469.8,9469.8,550.65,0.0,550.65,550.65
"2922 RENNOC RD, KNOXVILLE, TN 37918",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:29:44.112248,Grub Control,9469.8,9469.8,161.05,0.0,161.05,161.05
"2922 RENNOC RD, KNOXVILLE, TN 37918",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:29:44.112248,Soil Management,9469.8,9469.8,298.55,0.0,298.55,298.55
"4603 FLORENCE RD, KNOXVILLE, TN 37920",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:03.759476,Weed Control,5085.9,5085.9,78.0,0.0,78.0,78.0
"4603 FLORENCE RD, KNOXVILLE, TN 37920",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:03.759476,Fertilization,5085.9,5085.9,78.0,0.0,78.0,78.0
"4603 FLORENCE RD, KNOXVILLE, TN 37920",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:03.759476,Disease Control,5085.9,5085.9,104.5,0.0,104.5,104.5
"4603 FLORENCE RD, KNOXVILLE, TN 37920",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:03.759476,Mosquito Control,5085.9,5085.9,65.0,0.0,65.0,65.0
"4603 FLORENCE RD, KNOXVILLE, TN 37920",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:03.759476,Aeration,5085.9,5085.9,182.1,0.0,182.1,182.1
"4603 FLORENCE RD, KNOXVILLE, TN 37920",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:03.759476,Aeration and Overseeding,5085.9,5085.9,373.05,0.0,373.05,373.05
"4603 FLORENCE RD, KNOXVILLE, TN 37920",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:03.759476,Grub Control,5085.9,5085.9,108.55,0.0,108.55,108.55
"4603 FLORENCE RD, KNOXVILLE, TN 37920",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:03.759476,Soil Management,5085.9,5085.9,191.1,0.0,191.1,191.1
"1419 HARVEY ST, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:30.625148,Weed Control,2868.5,2868.5,67.0,0.0,67.0,67.0
"1419 HARVEY ST, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:30.625148,Fertilization,2868.5,2868.5,67.0,0.0,67.0,67.0
"1419 HARVEY ST, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:30.625148,Disease Control,2868.5,2868.5,89.0,0.0,89.0,89.0
"1419 HARVEY ST, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:30.625148,Mosquito Control,2868.5,2868.5,55.0,0.0,55.0,55.0
"1419 HARVEY ST, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:30.625148,Aeration,2868.5,2868.5,165.8,0.0,165.8,165.8
"1419 HARVEY ST, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:30.625148,Aeration and Overseeding,2868.5,2868.5,286.3,0.0,286.3,286.3
"1419 HARVEY ST, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:30.625148,Grub Control,2868.5,2868.5,80.5,0.0,80.5,80.5
"1419 HARVEY ST, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:30.625148,Soil Management,2868.5,2868.5,126.0,0.0,126.0,126.0
"308 SHASTA DR, KNOXVILLE, TN 37912",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:47.519203,Weed Control,8590.4,8590.4,98.0,0.0,98.0,98.0
"308 SHASTA DR, KNOXVILLE, TN 37912",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:47.519203,Fertilization,8590.4,8590.4,98.0,0.0,98.0,98.0
"308 SHASTA DR, KNOXVILLE, TN 37912",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:47.519203,Disease Control,8590.4,8590.4,131.3,0.0,131.3,131.3
"308 SHASTA DR, KNOXVILLE, TN 37912",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:47.519203,Mosquito Control,8590.4,8590.4,65.0,0.0,65.0,65.0
"308 SHASTA DR, KNOXVILLE, TN 37912",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:47.519203,Aeration,8590.4,8590.4,267.05,0.0,267.05,267.05
"308 SHASTA DR, KNOXVILLE, TN 37912",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:47.519203,Aeration and Overseeding,8590.4,8590.4,506.2,0.0,506.2,506.2
"308 SHASTA DR, KNOXVILLE, TN 37912",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:47.519203,Grub Control,8590.4,8590.4,148.2,0.0,148.2,148.2
"308 SHASTA DR, KNOXVILLE, TN 37912",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:30:47.519203,Soil Management,8590.4,8590.4,288.8,0.0,288.8,288.8
"204 COUNTRY WALK DR, POWELL, TN 37849",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:31:05.029247,Weed Control,7627.2,7627.2,93.0,0.0,93.0,93.0
"204 COUNTRY WALK DR, POWELL, TN 37849",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:31:05.029247,Fertilization,7627.2,7627.2,93.0,0.0,93.0,93.0
"204 COUNTRY WALK DR, POWELL, TN 37849",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:31:05.029247,Disease Control,7627.2,7627.2,120.05,0.0,120.05,120.05
"204 COUNTRY WALK DR, POWELL, TN 37849",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:31:05.029247,Mosquito Control,7627.2,7627.2,65.0,0.0,65.0,65.0
"204 COUNTRY WALK DR, POWELL, TN 37849",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:31:05.029247,Aeration,7627.2,7627.2,249.2,0.0,249.2,249.2
"204 COUNTRY WALK DR, POWELL, TN 37849",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:31:05.029247,Aeration and Overseeding,7627.2,7627.2,452.6,0.0,452.6,452.6
"204 COUNTRY WALK DR, POWELL, TN 37849",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:31:05.029247,Grub Control,7627.2,7627.2,134.2,0.0,134.2,134.2
"204 COUNTRY WALK DR, POWELL, TN 37849",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:31:05.029247,Soil Management,7627.2,7627.2,269.6,0.0,269.6,269.6
"533 FARRAGUT AVE, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:31:17.010496,Weed Control,3200.0,3200.0,69.0,0.0,69.0,69.0
"533 FARRAGUT AVE, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:31:17.010496,Fertilization,3200.0,3200.0,69.0,0.0,69.0,69.0
"533 FARRAGUT AVE, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:31:17.010496,Disease Control,3200.0,3200.0,93.25,0.0,93.25,93.25
"533 FARRAGUT AVE, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:31:17.010496,Mosquito Control,3200.0,3200.0,55.0,0.0,55.0,55.0
"533 FARRAGUT AVE, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:31:17.010496,Aeration,3200.0,3200.0,165.8,0.0,165.8,165.8
"533 FARRAGUT AVE, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:31:17.010496,Aeration and Overseeding,3200.0,3200.0,286.3,0.0,286.3,286.3
"533 FARRAGUT AVE, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:31:17.010496,Grub Control,3200.0,3200.0,85.2,0.0,85.2,85.2
"533 FARRAGUT AVE, KNOXVILLE, TN 37917",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:31:17.010496,Soil Management,3200.0,3200.0,127.35,0.0,127.35,127.35
"426 AMANDA CIR, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:32:25.478337,Weed Control,1072.8,1072.8,63.0,0.0,63.0,63.0
"426 AMANDA CIR, KNOXVILLE, TN 37922",28940,"Knoxville, TN",Metropolitan,2026-03-18T15:32:25.478337,Fertilization,1072.8,1072.8,63.0,0.0,63.0,63.0
